"","X","GroupNumber","unique_ID","dif_blue","dif_blue_abs","chosen_leader","Leader_gender","Follower_gender","skill_dif","skill_dif_c","confidence","leader_behaviour","Sensitivity_roll","Gender","answer","Trial","Subject"
"5476",5476,12,"12_abdf9a1f",2,2,"Right_lead",0,1,0.832744714044526,-0.167255285955474,-2,0,0.170621202499034,"Male",0,111,"abdf9a1f"
"5485",5485,12,"12_abdf9a1f",2,2,"Right_lead",0,1,0.936456630786509,-0.0635433692134915,-1,1,0.12673024089593,"Male",0,12,"abdf9a1f"
"5487",5487,12,"12_abdf9a1f",-2,2,"Right_lead",0,1,1.01228494125783,0.0122849412578343,2,0,0.193316164390416,"Male",1,121,"abdf9a1f"
"5498",5498,12,"12_abdf9a1f",1,1,"Right_lead",0,1,1.084582202295,0.0845822022950038,3,0,0.140793466353542,"Male",1,17,"abdf9a1f"
"5510",5510,12,"12_abdf9a1f",-1,1,"Right_lead",0,1,0.89769429051648,-0.10230570948352,-1,1,0.172505725947288,"Male",0,28,"abdf9a1f"
"5513",5513,12,"12_abdf9a1f",1,1,"Right_lead",0,1,0.915923253025075,-0.084076746974925,-2,0,0.123213944213984,"Male",0,30,"abdf9a1f"
"5517",5517,12,"12_abdf9a1f",2,2,"Right_lead",0,1,0.908023430261928,-0.0919765697380723,-2,1,0.144064743106211,"Male",0,34,"abdf9a1f"
"5519",5519,12,"12_abdf9a1f",1,1,"Right_lead",0,1,0.932616861503423,-0.0673831384965768,1,1,0.165701341947479,"Male",1,36,"abdf9a1f"
"5520",5520,12,"12_abdf9a1f",-1,1,"Right_lead",0,1,0.96565904807737,-0.0343409519226301,1,0,0.156562408005546,"Male",1,37,"abdf9a1f"
"5524",5524,12,"12_abdf9a1f",-1,1,"Right_lead",0,1,0.831951647180051,-0.168048352819949,2,0,0.202356155873186,"Male",1,40,"abdf9a1f"
"5529",5529,12,"12_abdf9a1f",1,1,"Right_lead",0,1,0.98715526764395,-0.0128447323560497,-3,0,0.202213404465322,"Male",0,45,"abdf9a1f"
"5540",5540,12,"12_abdf9a1f",2,2,"Right_lead",0,1,0.865493579217514,-0.134506420782486,-2,1,0.110031494341618,"Male",0,55,"abdf9a1f"
"5546",5546,12,"12_abdf9a1f",2,2,"Right_lead",0,1,1.06522166695232,0.0652216669523165,1,1,0.171156703165177,"Male",1,60,"abdf9a1f"
"5557",5557,12,"12_abdf9a1f",4,4,"Right_lead",0,1,0.815441390052527,-0.184558609947473,-1,0,0.161795550886678,"Male",0,70,"abdf9a1f"
"5560",5560,12,"12_abdf9a1f",-1,1,"Right_lead",0,1,0.93496014834164,-0.0650398516583599,-1,1,0.195268923417261,"Male",0,73,"abdf9a1f"
"5563",5563,12,"12_abdf9a1f",-4,4,"Right_lead",0,1,1.0700053829444,0.0700053829444029,-4,0,0.193586005767526,"Male",0,76,"abdf9a1f"
"5587",5587,12,"12_abdf9a1f",-2,2,"Right_lead",0,1,1.01805252052697,0.0180525205269739,-3,0,0.22095436912881,"Male",0,98,"abdf9a1f"
"5596",5596,13,"13_49c9ee1c",3,3,"Right_lead",0,1,1.02960522189676,0.02960522189676,1,1,0.238786291564581,"Male",1,105,"49c9ee1c"
"5597",5597,13,"13_49c9ee1c",-1,1,"Right_lead",0,1,1.08551141203749,0.0855114120374925,2,1,0.257896125838489,"Male",1,106,"49c9ee1c"
"5609",5609,13,"13_49c9ee1c",3,3,"Right_lead",0,1,1.01573818475642,0.0157381847564195,1,1,0.167002144425963,"Male",1,117,"49c9ee1c"
"5613",5613,13,"13_49c9ee1c",2,2,"Right_lead",0,1,0.977419853152769,-0.0225801468472312,2,1,0.193277484804778,"Male",1,120,"49c9ee1c"
"5621",5621,13,"13_49c9ee1c",2,2,"Right_lead",0,1,0.594386569172263,-0.405613430827737,-4,0,0.111605083808416,"Male",0,13,"49c9ee1c"
"5627",5627,13,"13_49c9ee1c",-1,1,"Right_lead",0,1,1.09490976396632,0.0949097639663183,-5,0,0.151073208215513,"Male",0,19,"49c9ee1c"
"5632",5632,13,"13_49c9ee1c",3,3,"Right_lead",0,1,1.94504075205445,0.945040752054451,-2,1,0.143128019906163,"Male",0,23,"49c9ee1c"
"5635",5635,13,"13_49c9ee1c",-1,1,"Right_lead",0,1,1.10908344975719,0.109083449757194,2,1,0.140986072201132,"Male",1,26,"49c9ee1c"
"5640",5640,13,"13_49c9ee1c",-1,1,"Right_lead",0,1,0.962209700327872,-0.0377902996721275,-3,0,0.112429226600856,"Male",0,30,"49c9ee1c"
"5642",5642,13,"13_49c9ee1c",3,3,"Right_lead",0,1,0.970518765555784,-0.0294812344442162,3,0,0.121407085256611,"Male",1,32,"49c9ee1c"
"5647",5647,13,"13_49c9ee1c",-3,3,"Right_lead",0,1,0.992898234689056,-0.00710176531094353,2,1,0.164078465589586,"Male",1,37,"49c9ee1c"
"5653",5653,13,"13_49c9ee1c",1,1,"Right_lead",0,1,0.656626287397428,-0.343373712602572,3,1,0.166511360178837,"Male",1,42,"49c9ee1c"
"5657",5657,13,"13_49c9ee1c",2,2,"Right_lead",0,1,0.744057805428586,-0.255942194571414,2,1,0.129982770708454,"Male",1,46,"49c9ee1c"
"5658",5658,13,"13_49c9ee1c",1,1,"Right_lead",0,1,0.74030065393069,-0.25969934606931,1,1,0.132094466465027,"Male",1,47,"49c9ee1c"
"5668",5668,13,"13_49c9ee1c",4,4,"Right_lead",0,1,0.864467000982064,-0.135532999017936,-1,1,0.133111412823343,"Male",0,56,"49c9ee1c"
"5671",5671,13,"13_49c9ee1c",-1,1,"Right_lead",0,1,0.869547666816069,-0.130452333183931,-1,1,0.153682727220862,"Male",0,59,"49c9ee1c"
"5673",5673,13,"13_49c9ee1c",1,1,"Right_lead",0,1,0.843067030834214,-0.156932969165786,-1,0,0.142749529069046,"Male",0,60,"49c9ee1c"
"5695",5695,13,"13_49c9ee1c",2,2,"Right_lead",0,1,1.14087351473071,0.14087351473071,5,0,0.184213308866221,"Male",1,80,"49c9ee1c"
"5704",5704,13,"13_49c9ee1c",2,2,"Right_lead",0,1,1.03280179808039,0.0328017980803896,4,0,0.18497186249187,"Male",1,89,"49c9ee1c"
"5712",5712,13,"13_49c9ee1c",1,1,"Right_lead",0,1,1.08851429824231,0.0885142982423062,1,1,0.226284439217148,"Male",1,96,"49c9ee1c"
"5715",5715,13,"13_49c9ee1c",2,2,"Right_lead",0,1,1.01218859478048,0.0121885947804825,2,0,0.217758244391836,"Male",1,99,"49c9ee1c"
"5718",5718,14,"14_6ee7e9d7",3,3,"Right_lead",1,0,1.02163693267938,0.0216369326793835,2,0,0.205769405354828,"Female",1,100,"6ee7e9d7"
"5719",5719,14,"14_6ee7e9d7",-1,1,"Right_lead",1,0,1.0074335625256,0.00743356252559524,2,0,0.19232578273165,"Female",1,101,"6ee7e9d7"
"5722",5722,14,"14_6ee7e9d7",-4,4,"Right_lead",1,0,1.04468608364412,0.0446860836441236,-1,1,0.215920389868792,"Female",0,104,"6ee7e9d7"
"5724",5724,14,"14_6ee7e9d7",-1,1,"Right_lead",1,0,1.17338725505335,0.17338725505335,2,0,0.248334831843464,"Female",1,106,"6ee7e9d7"
"5726",5726,14,"14_6ee7e9d7",2,2,"Right_lead",1,0,1.27339394890517,0.273393948905174,2,0,0.246506571924291,"Female",1,108,"6ee7e9d7"
"5727",5727,14,"14_6ee7e9d7",-2,2,"Right_lead",1,0,1.29318253040751,0.293182530407514,2,0,0.231330355685224,"Female",1,109,"6ee7e9d7"
"5735",5735,14,"14_6ee7e9d7",-4,4,"Right_lead",1,0,0.989063152804681,-0.010936847195319,1,0,0.163418892025464,"Female",1,116,"6ee7e9d7"
"5736",5736,14,"14_6ee7e9d7",-4,4,"Right_lead",1,0,1.02897657715229,0.0289765771522876,-2,0,0.169352164868498,"Female",0,117,"6ee7e9d7"
"5737",5737,14,"14_6ee7e9d7",4,4,"Right_lead",1,0,1.07102372874619,0.0710237287461923,4,0,0.170180576054271,"Female",1,118,"6ee7e9d7"
"5739",5739,14,"14_6ee7e9d7",-1,1,"Right_lead",1,0,0.817836749512577,-0.182163250487423,1,1,0.105634104733398,"Female",1,12,"6ee7e9d7"
"5740",5740,14,"14_6ee7e9d7",-1,1,"Right_lead",1,0,1.12169983054976,0.121699830549757,-4,0,0.203642665682805,"Female",0,120,"6ee7e9d7"
"5741",5741,14,"14_6ee7e9d7",-2,2,"Right_lead",1,0,1.07734816223485,0.0773481622348462,1,1,0.198377551088544,"Female",1,121,"6ee7e9d7"
"5743",5743,14,"14_6ee7e9d7",-3,3,"Right_lead",1,0,1.0689588634026,0.0689588634026044,1,1,0.200799468948645,"Female",1,123,"6ee7e9d7"
"5744",5744,14,"14_6ee7e9d7",-2,2,"Right_lead",1,0,1.04398823849553,0.0439882384955259,-3,0,0.20047897008554,"Female",0,124,"6ee7e9d7"
"5748",5748,14,"14_6ee7e9d7",4,4,"Right_lead",1,0,1.12384283106697,0.123842831066975,2,1,0.134654341695143,"Female",1,13,"6ee7e9d7"
"5753",5753,14,"14_6ee7e9d7",-1,1,"Right_lead",1,0,1.08677607383568,0.0867760738356778,1,0,0.143219775246229,"Female",1,18,"6ee7e9d7"
"5754",5754,14,"14_6ee7e9d7",-2,2,"Right_lead",1,0,0.914268016149052,-0.0857319838509476,1,1,0.132012067035262,"Female",1,19,"6ee7e9d7"
"5756",5756,14,"14_6ee7e9d7",-1,1,"Right_lead",1,0,0.822065695249325,-0.177934304750675,1,1,0.132023011547967,"Female",1,20,"6ee7e9d7"
"5758",5758,14,"14_6ee7e9d7",2,2,"Right_lead",1,0,1.37350469902316,0.373504699023163,1,1,0.147622263123299,"Female",1,22,"6ee7e9d7"
"5762",5762,14,"14_6ee7e9d7",4,4,"Right_lead",1,0,3.78614976578307,2.78614976578307,1,1,0.187555305368878,"Female",1,26,"6ee7e9d7"
"5775",5775,14,"14_6ee7e9d7",-3,3,"Right_lead",1,0,0.95077893161947,-0.0492210683805296,2,1,0.180582987959352,"Female",1,38,"6ee7e9d7"
"5776",5776,14,"14_6ee7e9d7",-4,4,"Right_lead",1,0,0.812058563400578,-0.187941436599422,1,1,0.166694962226472,"Female",1,39,"6ee7e9d7"
"5782",5782,14,"14_6ee7e9d7",-1,1,"Right_lead",1,0,0.591267745854747,-0.408732254145253,1,1,0.139745911214841,"Female",1,44,"6ee7e9d7"
"5790",5790,14,"14_6ee7e9d7",3,3,"Right_lead",1,0,1.0382655357746,0.0382655357746002,1,1,0.148966237398902,"Female",1,51,"6ee7e9d7"
"5791",5791,14,"14_6ee7e9d7",2,2,"Right_lead",1,0,1.120354303525,0.120354303525001,2,0,0.133494982021723,"Female",1,52,"6ee7e9d7"
"5794",5794,14,"14_6ee7e9d7",-4,4,"Right_lead",1,0,1.32141563582773,0.321415635827726,2,0,0.140009763724778,"Female",1,55,"6ee7e9d7"
"5798",5798,14,"14_6ee7e9d7",4,4,"Right_lead",1,0,1.2231142978661,0.223114297866098,2,1,0.177799027110874,"Female",1,59,"6ee7e9d7"
"5804",5804,14,"14_6ee7e9d7",3,3,"Right_lead",1,0,0.715460123508699,-0.284539876491301,-2,1,0.112404634817874,"Female",0,64,"6ee7e9d7"
"5808",5808,14,"14_6ee7e9d7",-2,2,"Right_lead",1,0,1.20441341475288,0.20441341475288,-2,1,0.130020282431179,"Female",0,68,"6ee7e9d7"
"5809",5809,14,"14_6ee7e9d7",3,3,"Right_lead",1,0,1.15302272404848,0.15302272404848,2,0,0.137197296050879,"Female",1,69,"6ee7e9d7"
"5813",5813,14,"14_6ee7e9d7",-1,1,"Right_lead",1,0,1.13153522810734,0.131535228107339,1,1,0.160600948553527,"Female",1,72,"6ee7e9d7"
"5814",5814,14,"14_6ee7e9d7",-3,3,"Right_lead",1,0,0.940734230610315,-0.0592657693896852,1,1,0.145416557881688,"Female",1,73,"6ee7e9d7"
"5815",5815,14,"14_6ee7e9d7",1,1,"Right_lead",1,0,0.98043468657714,-0.0195653134228604,-2,0,0.161231222264946,"Female",0,74,"6ee7e9d7"
"5819",5819,14,"14_6ee7e9d7",2,2,"Right_lead",1,0,1.09270575955806,0.0927057595580552,2,0,0.185314808428622,"Female",1,78,"6ee7e9d7"
"5828",5828,14,"14_6ee7e9d7",-3,3,"Right_lead",1,0,1.1367482680236,0.136748268023598,1,1,0.163521825373054,"Female",1,86,"6ee7e9d7"
"5831",5831,14,"14_6ee7e9d7",3,3,"Right_lead",1,0,0.963161000196896,-0.0368389998031037,1,1,0.187937586022017,"Female",1,89,"6ee7e9d7"
"5833",5833,14,"14_6ee7e9d7",4,4,"Right_lead",1,0,0.991369638086764,-0.00863036191323585,2,0,0.185950812612718,"Female",1,90,"6ee7e9d7"
"5837",5837,14,"14_6ee7e9d7",2,2,"Right_lead",1,0,1.13976680210763,0.139766802107628,2,0,0.216508667650211,"Female",1,94,"6ee7e9d7"
"5839",5839,14,"14_6ee7e9d7",-1,1,"Right_lead",1,0,1.13627778428847,0.136277784288468,1,0,0.228141557423811,"Female",1,96,"6ee7e9d7"
"5848",5848,15,"15_d89b31da",4,4,"Right_lead",0,0,1.43578566344634,0.435785663446341,3,0,0.201431762909858,"Male",1,103,"d89b31da"
"5850",5850,15,"15_d89b31da",-1,1,"Right_lead",0,0,1.20700372853479,0.207003728534793,-2,0,0.227770053521524,"Male",0,105,"d89b31da"
"5856",5856,15,"15_d89b31da",3,3,"Right_lead",0,0,1.28361217413123,0.283612174131227,3,0,0.221798085006376,"Male",1,110,"d89b31da"
"5859",5859,15,"15_d89b31da",-1,1,"Right_lead",0,0,1.06261349175649,0.0626134917564865,-2,0,0.168477842927947,"Male",0,113,"d89b31da"
"5866",5866,15,"15_d89b31da",4,4,"Right_lead",0,0,1.71667608736937,0.71667608736937,1,1,0.174013951885799,"Male",1,12,"d89b31da"
"5867",5867,15,"15_d89b31da",-1,1,"Right_lead",0,0,1.00739869536832,0.00739869536832183,-1,1,0.199863390632738,"Male",0,120,"d89b31da"
"5873",5873,15,"15_d89b31da",2,2,"Right_lead",0,0,1.04941629630616,0.0494162963061626,4,0,0.168179983899208,"Male",1,126,"d89b31da"
"5876",5876,15,"15_d89b31da",3,3,"Right_lead",0,0,1.27350105888093,0.273501058880935,-3,0,0.167008748659751,"Male",0,14,"d89b31da"
"5883",5883,15,"15_d89b31da",-1,1,"Right_lead",0,0,1.86736287283147,0.86736287283147,-2,0,0.186671197644302,"Male",0,20,"d89b31da"
"5885",5885,15,"15_d89b31da",-2,2,"Right_lead",0,0,1.07375218767429,0.0737521876742873,1,1,0.129094333347039,"Male",1,22,"d89b31da"
"5891",5891,15,"15_d89b31da",2,2,"Right_lead",0,0,1.23556740569875,0.235567405698751,1,1,0.145183825181426,"Male",1,28,"d89b31da"
"5901",5901,15,"15_d89b31da",2,2,"Right_lead",0,0,0.921816686959582,-0.0781833130404178,-3,0,0.148993550317314,"Male",0,37,"d89b31da"
"5902",5902,15,"15_d89b31da",4,4,"Right_lead",0,0,0.836013325100962,-0.163986674899038,-2,1,0.163158144278245,"Male",0,38,"d89b31da"
"5903",5903,15,"15_d89b31da",-4,4,"Right_lead",0,0,0.645787554390726,-0.354212445609274,2,0,0.140378166891714,"Male",1,39,"d89b31da"
"5908",5908,15,"15_d89b31da",1,1,"Right_lead",0,0,0.33214260872311,-0.66785739127689,2,1,0.0756111298696357,"Male",1,43,"d89b31da"
"5912",5912,15,"15_d89b31da",-3,3,"Right_lead",0,0,0.481667566729073,-0.518332433270927,2,1,0.0928580390188845,"Male",1,47,"d89b31da"
"5920",5920,15,"15_d89b31da",4,4,"Right_lead",0,0,0.851342918094358,-0.148657081905642,-1,1,0.103231349663277,"Male",0,54,"d89b31da"
"5925",5925,15,"15_d89b31da",1,1,"Right_lead",0,0,0.911454211342124,-0.088545788657876,3,1,0.145272336979376,"Male",1,59,"d89b31da"
"5932",5932,15,"15_d89b31da",2,2,"Right_lead",0,0,0.857688360454022,-0.142311639545978,-2,1,0.147114687908472,"Male",0,65,"d89b31da"
"5935",5935,15,"15_d89b31da",-1,1,"Right_lead",0,0,0.923437499889651,-0.0765625001103492,2,1,0.146844221194662,"Male",1,68,"d89b31da"
"5941",5941,15,"15_d89b31da",-2,2,"Right_lead",0,0,0.939873462442017,-0.060126537557983,-3,1,0.180298248782676,"Male",0,73,"d89b31da"
"5945",5945,15,"15_d89b31da",3,3,"Right_lead",0,0,0.896085417985491,-0.103914582014509,-1,1,0.164005806312845,"Male",0,77,"d89b31da"
"5962",5962,15,"15_d89b31da",2,2,"Right_lead",0,0,1.00144970545097,0.00144970545096523,2,0,0.186971322885742,"Male",1,92,"d89b31da"
"5967",5967,15,"15_d89b31da",2,2,"Right_lead",0,0,1.10252535344789,0.102525353447894,2,0,0.208460383064706,"Male",1,97,"d89b31da"
"5982",5982,16,"16_6ee7e9d7",-4,4,"Right_lead",1,1,0.772018580748527,-0.227981419251473,2,0,0.0700129034427002,"Female",1,11,"6ee7e9d7"
"5983",5983,16,"16_6ee7e9d7",-1,1,"Right_lead",1,1,1.04645957394461,0.0464595739446074,-2,1,0.232022479243634,"Female",0,110,"6ee7e9d7"
"5989",5989,16,"16_6ee7e9d7",-1,1,"Right_lead",1,1,0.984886286384654,-0.0151137136153462,2,0,0.15354933307456,"Female",1,116,"6ee7e9d7"
"5994",5994,16,"16_6ee7e9d7",-4,4,"Right_lead",1,1,0.918661272893439,-0.0813387271065606,1,0,0.174926905395383,"Female",1,120,"6ee7e9d7"
"5998",5998,16,"16_6ee7e9d7",4,4,"Right_lead",1,1,0.952952012788206,-0.0470479872117942,2,0,0.194190483668607,"Female",1,124,"6ee7e9d7"
"5999",5999,16,"16_6ee7e9d7",-2,2,"Right_lead",1,1,0.955650226702415,-0.0443497732975846,1,1,0.184626596795233,"Female",1,125,"6ee7e9d7"
"6002",6002,16,"16_6ee7e9d7",-2,2,"Right_lead",1,1,0.529421162455432,-0.470578837544568,1,0,0.0636675966615351,"Female",1,13,"6ee7e9d7"
"6015",6015,16,"16_6ee7e9d7",2,2,"Right_lead",1,1,0.560261632519674,-0.439738367480326,1,0,0.0882600949422156,"Female",1,25,"6ee7e9d7"
"6016",6016,16,"16_6ee7e9d7",-1,1,"Right_lead",1,1,0.528054499754728,-0.471945500245272,1,1,0.0795884292676,"Female",1,26,"6ee7e9d7"
"6021",6021,16,"16_6ee7e9d7",3,3,"Right_lead",1,1,0.925265254931322,-0.0747347450686784,2,0,0.113765669705874,"Female",1,30,"6ee7e9d7"
"6023",6023,16,"16_6ee7e9d7",-4,4,"Right_lead",1,1,0.95401551896351,-0.0459844810364898,2,0,0.120412694883097,"Female",1,32,"6ee7e9d7"
"6025",6025,16,"16_6ee7e9d7",4,4,"Right_lead",1,1,1.14036268581683,0.140362685816831,2,0,0.159586122892464,"Female",1,34,"6ee7e9d7"
"6029",6029,16,"16_6ee7e9d7",-4,4,"Right_lead",1,1,0.959239390810903,-0.0407606091890966,1,1,0.172573719417947,"Female",1,38,"6ee7e9d7"
"6030",6030,16,"16_6ee7e9d7",-3,3,"Right_lead",1,1,0.803489236273858,-0.196510763726142,2,0,0.159370533032019,"Female",1,39,"6ee7e9d7"
"6034",6034,16,"16_6ee7e9d7",4,4,"Right_lead",1,1,0.597154582264192,-0.402845417735808,-2,0,0.115906342342153,"Female",0,42,"6ee7e9d7"
"6057",6057,16,"16_6ee7e9d7",1,1,"Right_lead",1,1,1.01796368409228,0.0179636840922763,2,0,0.153737195094408,"Female",1,63,"6ee7e9d7"
"6062",6062,16,"16_6ee7e9d7",2,2,"Right_lead",1,1,1.15078272444793,0.150782724447927,2,0,0.190170557266378,"Female",1,68,"6ee7e9d7"
"6072",6072,16,"16_6ee7e9d7",4,4,"Right_lead",1,1,1.01820747544582,0.0182074754458199,2,0,0.186663484904912,"Female",1,77,"6ee7e9d7"
"6073",6073,16,"16_6ee7e9d7",-1,1,"Right_lead",1,1,1.00109591423935,0.00109591423934807,2,0,0.190826781801417,"Female",1,78,"6ee7e9d7"
"6084",6084,16,"16_6ee7e9d7",4,4,"Right_lead",1,1,1.12916260437416,0.129162604374156,2,0,0.185804004087815,"Female",1,88,"6ee7e9d7"
"6090",6090,16,"16_6ee7e9d7",-1,1,"Right_lead",1,1,1.20515155242092,0.20515155242092,1,0,0.206405354324522,"Female",1,93,"6ee7e9d7"
"6098",6098,17,"17_4e1ae6be",1,1,"Right_lead",0,0,0.892086995038185,-0.107913004961815,1,1,0.0868832595375717,"Male",1,10,"4e1ae6be"
"6104",6104,17,"17_4e1ae6be",2,2,"Right_lead",0,0,0.973721925851802,-0.0262780741481983,1,0,0.233038611662339,"Male",1,105,"4e1ae6be"
"6107",6107,17,"17_4e1ae6be",-3,3,"Right_lead",0,0,0.993815510506245,-0.00618448949375461,1,1,0.227829514855645,"Male",1,108,"4e1ae6be"
"6115",6115,17,"17_4e1ae6be",1,1,"Right_lead",0,0,0.980000499864149,-0.0199995001358513,1,0,0.155120541857871,"Male",1,115,"4e1ae6be"
"6116",6116,17,"17_4e1ae6be",-2,2,"Right_lead",0,0,0.915954105269907,-0.0840458947300926,1,1,0.154321596229074,"Male",1,116,"4e1ae6be"
"6117",6117,17,"17_4e1ae6be",4,4,"Right_lead",0,0,1.00990201359745,0.00990201359744924,1,0,0.1702898342513,"Male",1,117,"4e1ae6be"
"6130",6130,17,"17_4e1ae6be",1,1,"Right_lead",0,0,1.23692713953511,0.236927139535106,1,0,0.140345306897837,"Male",1,14,"4e1ae6be"
"6131",6131,17,"17_4e1ae6be",2,2,"Right_lead",0,0,1.16054569863237,0.160545698632369,1,0,0.153648431883824,"Male",1,15,"4e1ae6be"
"6140",6140,17,"17_4e1ae6be",-2,2,"Right_lead",0,0,2.40486872467365,1.40486872467365,-1,0,0.218682737732461,"Male",0,23,"4e1ae6be"
"6152",6152,17,"17_4e1ae6be",-4,4,"Right_lead",0,0,0.911974140026587,-0.0880258599734127,-1,1,0.130355136992951,"Male",0,34,"4e1ae6be"
"6160",6160,17,"17_4e1ae6be",1,1,"Right_lead",0,0,1.25141862099547,0.251418620995474,1,0,0.151746733046217,"Male",1,41,"4e1ae6be"
"6174",6174,17,"17_4e1ae6be",2,2,"Right_lead",0,0,1.2043693850979,0.2043693850979,-1,0,0.132843018785624,"Male",0,54,"4e1ae6be"
"6186",6186,17,"17_4e1ae6be",-2,2,"Right_lead",0,0,0.876341265651703,-0.123658734348297,1,1,0.1624982655339,"Male",1,65,"4e1ae6be"
"6188",6188,17,"17_4e1ae6be",1,1,"Right_lead",0,0,0.820904624245505,-0.179095375754495,1,0,0.145109978205838,"Male",1,67,"4e1ae6be"
"6190",6190,17,"17_4e1ae6be",-3,3,"Right_lead",0,0,0.929334726061942,-0.0706652739380579,1,0,0.156168219265319,"Male",1,69,"4e1ae6be"
"6201",6201,17,"17_4e1ae6be",4,4,"Right_lead",0,0,0.987129960503172,-0.0128700394968281,1,0,0.179530409452495,"Male",1,79,"4e1ae6be"
"6204",6204,17,"17_4e1ae6be",-1,1,"Right_lead",0,0,1.01712533689806,0.0171253368980586,1,1,0.18455198358111,"Male",1,81,"4e1ae6be"
"6206",6206,17,"17_4e1ae6be",-3,3,"Right_lead",0,0,1.03974047807222,0.0397404780722179,1,1,0.198346139172846,"Male",1,83,"4e1ae6be"
"6207",6207,17,"17_4e1ae6be",-2,2,"Right_lead",0,0,1.03109446900622,0.0310944690062209,1,0,0.169128583776409,"Male",1,84,"4e1ae6be"
"6214",6214,17,"17_4e1ae6be",-3,3,"Right_lead",0,0,0.781691554245687,-0.218308445754313,1,0,0.162019866064566,"Male",1,90,"4e1ae6be"
"6217",6217,17,"17_4e1ae6be",3,3,"Right_lead",0,0,1.09992086253872,0.0999208625387191,1,1,0.209708358687181,"Male",1,93,"4e1ae6be"
"6219",6219,17,"17_4e1ae6be",-2,2,"Right_lead",0,0,1.05624448005731,0.0562444800573139,1,0,0.221828700205922,"Male",1,95,"4e1ae6be"
"6221",6221,17,"17_4e1ae6be",-4,4,"Right_lead",0,0,1.02265713851383,0.0226571385138301,1,1,0.208380144827764,"Male",1,97,"4e1ae6be"
"6227",6227,18,"18_e7f4e603",-1,1,"Right_lead",1,1,0.854698314752372,-0.145301685247628,1,1,0.203995560798403,"Female",1,101,"e7f4e603"
"6229",6229,18,"18_e7f4e603",-2,2,"Right_lead",1,1,0.7334263982737,-0.2665736017263,1,1,0.197716581743212,"Female",1,103,"e7f4e603"
"6239",6239,18,"18_e7f4e603",-3,3,"Right_lead",1,1,1.13111146546256,0.13111146546256,1,1,0.163206701926503,"Female",1,112,"e7f4e603"
"6249",6249,18,"18_e7f4e603",-3,3,"Right_lead",1,1,1.0407473048915,0.0407473048914988,-1,1,0.199506516596721,"Female",0,121,"e7f4e603"
"6253",6253,18,"18_e7f4e603",2,2,"Right_lead",1,1,1.06653730218945,0.0665373021894464,-1,0,0.203799163641926,"Female",0,125,"e7f4e603"
"6260",6260,18,"18_e7f4e603",-3,3,"Right_lead",1,1,1.27449303771637,0.274493037716375,-1,1,0.14084658517342,"Female",0,17,"e7f4e603"
"6272",6272,18,"18_e7f4e603",4,4,"Right_lead",1,1,1.02574811619479,0.0257481161947852,1,1,0.119775530370079,"Female",1,28,"e7f4e603"
"6291",6291,18,"18_e7f4e603",4,4,"Right_lead",1,1,1.61171288627733,0.61171288627733,3,0,0.214703328999088,"Female",1,45,"e7f4e603"
"6298",6298,18,"18_e7f4e603",1,1,"Right_lead",1,1,0.949819284237162,-0.0501807157628379,1,1,0.126430578444283,"Female",1,51,"e7f4e603"
"6325",6325,18,"18_e7f4e603",2,2,"Right_lead",1,1,1.08054111106198,0.0805411110619791,1,0,0.195789973841672,"Female",1,76,"e7f4e603"
"6326",6326,18,"18_e7f4e603",-3,3,"Right_lead",1,1,1.11618139689466,0.116181396894664,-1,1,0.198796332411743,"Female",0,77,"e7f4e603"
"6337",6337,18,"18_e7f4e603",-1,1,"Right_lead",1,1,1.05791459671867,0.0579145967186652,2,0,0.195629971784501,"Female",1,87,"e7f4e603"
"6343",6343,18,"18_e7f4e603",-2,2,"Right_lead",1,1,0.949756397947808,-0.0502436020521921,2,1,0.186173519057686,"Female",1,92,"e7f4e603"
"6361",6361,19,"19_4e1ae6be",3,3,"Right_lead",0,1,0.931823230073741,-0.0681767699262588,-1,0,0.226477644544758,"Male",0,108,"4e1ae6be"
"6366",6366,19,"19_4e1ae6be",2,2,"Right_lead",0,1,1.04507085004413,0.045070850044131,1,0,0.194651346948728,"Male",1,112,"4e1ae6be"
"6368",6368,19,"19_4e1ae6be",3,3,"Right_lead",0,1,1.09919575572607,0.0991957557260661,1,1,0.179702881842497,"Male",1,114,"4e1ae6be"
"6376",6376,19,"19_4e1ae6be",1,1,"Right_lead",0,1,1.03802604039817,0.038026040398172,-1,0,0.200153251882021,"Male",0,121,"4e1ae6be"
"6378",6378,19,"19_4e1ae6be",-2,2,"Right_lead",0,1,1.01177817330206,0.0117781733020585,1,0,0.213390342339329,"Male",1,123,"4e1ae6be"
"6384",6384,19,"19_4e1ae6be",-3,3,"Right_lead",0,1,1.03410191484222,0.0341019148422246,1,0,0.155001751616359,"Male",1,14,"4e1ae6be"
"6394",6394,19,"19_4e1ae6be",2,2,"Right_lead",0,1,1.61895062454625,0.618950624546246,1,0,0.139428798826382,"Male",1,23,"4e1ae6be"
"6405",6405,19,"19_4e1ae6be",-4,4,"Right_lead",0,1,0.957906852752542,-0.0420931472474581,1,0,0.143040170524963,"Male",1,33,"4e1ae6be"
"6410",6410,19,"19_4e1ae6be",-2,2,"Right_lead",0,1,1.01532720259391,0.0153272025939073,-1,0,0.193240933377452,"Male",0,38,"4e1ae6be"
